YearsCode,Gender,Julia,Education,Age,Rust,SQL,R,YearsCodeProfessional,Python,C,LISP,Blockchain,Clojure,Sexuality,SalaryUSD,Java,Ethnicity,Cplusplus,Background,JavaScript,HTML_CSS
11,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,3,yes,no,no,Unsure,no,Straight / Heterosexual,107800,no,Hispanic or Latino/a,yes,I am a developer by profession,no,no
15,Man,no,"Professional degree (JD, MD, etc.)",25-34 years old,yes,yes,no,8,yes,no,no,Unfavorable,no,Straight / Heterosexual,300000,no,Asian,yes,I am a developer by profession,yes,yes
29,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,no,no,9,yes,no,no,Very unfavorable,no,Straight / Heterosexual,145000,no,White,no,I am a developer by profession,yes,no
30,Man,no,"Associate degree (A.A., A.S., etc.)",45-54 years old,no,yes,no,30,no,no,no,Indifferent,no,Straight / Heterosexual,160000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,15,yes,no,no,Unfavorable,no,Straight / Heterosexual,220000,no,White,no,I am a developer by profession,yes,yes
14,Man,no,Some college/university study without earning a degree,25-34 years old,no,yes,no,5,no,no,no,Favorable,no,Straight / Heterosexual,110000,no,White,no,I am a developer by profession,yes,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,yes,no,2,no,no,no,Very unfavorable,no,Straight / Heterosexual,75000,yes,White,no,I am a developer by profession,yes,yes
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,16,no,no,no,Favorable,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,no,no
12,Man,no,Some college/university study without earning a degree,25-34 years old,no,yes,no,9,no,no,no,Very unfavorable,no,Straight / Heterosexual,130000,no,White,no,I am a developer by profession,yes,yes
5,Man,no,"Associate degree (A.A., A.S., etc.)",35-44 years old,no,yes,no,3,yes,no,no,Very unfavorable,no,Straight / Heterosexual,177000,no,White,no,I am a developer by profession,yes,yes
22,Man,no,"Associate degree (A.A., A.S., etc.)",55-64 years old,yes,no,no,20,no,no,no,Indifferent,no,Straight / Heterosexual,102000,no,White,no,I am a developer by profession,no,no
2,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,yes,yes,no,1,no,no,no,Unfavorable,no,Straight / Heterosexual,177000,no,Asian,no,I am a developer by profession,yes,yes
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,7,no,no,no,Unfavorable,no,Straight / Heterosexual,93000,no,White,yes,I am a developer by profession,no,no
12,Man,no,Some college/university study without earning a degree,35-44 years old,no,yes,no,6,yes,no,no,Very favorable,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,no
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,7,no,no,no,Indifferent,no,Straight / Heterosexual,122000,no,White,no,I am a developer by profession,yes,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,1,no,no,no,Very favorable,no,Straight / Heterosexual,120000,yes,Hispanic or Latino/a,no,I am a developer by profession,yes,no
30,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,yes,no,14,yes,yes,no,Very favorable,no,Straight / Heterosexual,350000,yes,White,no,I am a developer by profession,yes,yes
43,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,yes,yes,no,40,no,no,no,Very unfavorable,no,Straight / Heterosexual,223000,no,White,no,I am a developer by profession,yes,yes
42,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,no,no,no,37,yes,no,no,Indifferent,no,Straight / Heterosexual,210000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
4,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,0,yes,no,no,Favorable,no,Straight / Heterosexual,66000,no,White,no,I am a developer by profession,yes,yes
14,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,10,yes,no,no,Very favorable,yes,Straight / Heterosexual,215000,yes,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,3,no,no,no,Unfavorable,no,Bisexual,128500,yes,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,10,no,no,no,Very unfavorable,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,no,yes
27,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,yes,no,no,15,yes,no,no,Unfavorable,no,Straight / Heterosexual,214000,no,White,yes,I am a developer by profession,yes,yes
10,Man,no,Some college/university study without earning a degree,25-34 years old,no,no,no,6,yes,no,no,Very favorable,no,Straight / Heterosexual,180000,yes,White,no,I am a developer by profession,yes,yes
5,Man,no,Some college/university study without earning a degree,25-34 years old,no,no,no,4,yes,no,no,Unfavorable,no,Straight / Heterosexual,185000,no,White,no,I am a developer by profession,no,yes
44,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,no,yes,no,40,no,no,no,Unfavorable,no,Gay or Lesbian,200000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,yes,6,yes,no,no,Very unfavorable,no,Straight / Heterosexual,139000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,yes
6,Woman,no,Some college/university study without earning a degree,25-34 years old,no,yes,no,5,no,no,no,Indifferent,no,Bisexual,101000,no,White,no,I am a developer by profession,yes,yes
21,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,14,yes,no,no,Indifferent,no,Straight / Heterosexual,165000,no,White,no,I am a developer by profession,yes,no
12,Man,no,Some college/university study without earning a degree,18-24 years old,no,no,no,8,no,yes,no,Very unfavorable,no,Bisexual,100000,no,White,no,I am a developer by profession,yes,yes
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,no,no,6,no,no,no,Unfavorable,no,Straight / Heterosexual,165000,yes,White,no,I am a developer by profession,yes,yes
13,Man,no,"Associate degree (A.A., A.S., etc.)",35-44 years old,no,yes,no,10,no,no,no,Indifferent,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,yes,yes
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,8,no,no,no,Favorable,no,Straight / Heterosexual,387000,yes,White,no,I am a developer by profession,yes,yes
14,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,10,yes,no,no,Very unfavorable,no,Straight / Heterosexual,185000,no,White,no,I am a developer by profession,no,no
14,Man,no,"Associate degree (A.A., A.S., etc.)",35-44 years old,no,no,no,6,yes,no,no,Very favorable,no,Straight / Heterosexual,280000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,4,no,no,no,Unfavorable,no,Straight / Heterosexual,86900,no,White,no,I am a developer by profession,yes,yes
14,Woman,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,no,no,5,yes,no,no,Indifferent,no,Bisexual,59000,no,White,yes,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
20,Woman,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,18,no,no,no,Indifferent,no,Straight / Heterosexual,112000,no,White,no,I am a developer by profession,no,no
14,Man,no,Some college/university study without earning a degree,55-64 years old,no,no,no,8,no,no,no,Unsure,no,Straight / Heterosexual,72000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
40,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,yes,no,30,yes,yes,no,Unfavorable,no,Straight / Heterosexual,140000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
23,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,19,no,no,no,Indifferent,no,Straight / Heterosexual,220000,no,White,no,I am a developer by profession,yes,yes
7,Man,yes,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,no,no,no,3,no,no,no,Very unfavorable,no,Straight / Heterosexual,153000,no,White,yes,I am a developer by profession,no,no
51,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",65 years or older,no,no,no,7,yes,yes,no,Indifferent,no,Straight / Heterosexual,150000,no,White,yes,I am a developer by profession,no,no
5,Woman,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,no,yes,5,no,no,no,Favorable,no,Straight / Heterosexual,126000,no,White,yes,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,no,no,no,Favorable,no,Straight / Heterosexual,123500,no,Hispanic or Latino/a,no,I am a developer by profession,yes,yes
28,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,21,no,no,no,Indifferent,no,Straight / Heterosexual,120000,no,White,no,I am a developer by profession,yes,yes
38,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,33,no,no,no,Unfavorable,no,Straight / Heterosexual,240000,yes,White,no,I am a developer by profession,yes,yes
26,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,26,no,no,no,Very unfavorable,no,Straight / Heterosexual,220000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
40,Man,no,Some college/university study without earning a degree,45-54 years old,no,no,no,29,no,no,no,Unsure,no,Straight / Heterosexual,134217,no,White,no,I am a developer by profession,no,yes
43,Man,yes,Some college/university study without earning a degree,55-64 years old,no,no,no,37,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,45000,no,White,yes,I am a developer by profession,no,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,no,no,3,yes,yes,no,Very unfavorable,yes,Straight / Heterosexual,135000,yes,White,no,I am a developer by profession,yes,yes
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,11,yes,no,no,Unfavorable,no,Straight / Heterosexual,170000,no,White,no,I am a developer by profession,yes,yes
20,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,15,yes,no,no,Unfavorable,no,Straight / Heterosexual,90000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,yes
35,Man,no,Some college/university study without earning a degree,45-54 years old,no,yes,no,15,no,no,no,Very unfavorable,no,Straight / Heterosexual,120000,no,White,no,I am a developer by profession,no,no
7,Man,no,"Associate degree (A.A., A.S., etc.)",25-34 years old,no,yes,no,7,no,no,no,Indifferent,no,Straight / Heterosexual,200000,yes,White,no,I am a developer by profession,yes,yes
32,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",45-54 years old,no,yes,no,20,yes,no,no,Very favorable,no,Straight / Heterosexual,230000,no,White,no,I am a developer by profession,yes,yes
45,Man,no,Some college/university study without earning a degree,65 years or older,no,no,no,40,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,226000,yes,White,yes,I am a developer by profession,yes,yes
40,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,no,no,30,yes,yes,no,Indifferent,no,Straight / Heterosexual,155000,yes,White,yes,I am a developer by profession,yes,yes
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,10,no,no,no,Very unfavorable,no,Straight / Heterosexual,175000,no,White,no,I am a developer by profession,yes,yes
16,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,no,no,10,yes,no,no,Indifferent,no,Straight / Heterosexual,180000,yes,White,yes,I am a developer by profession,yes,no
45,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,no,no,30,yes,no,no,Indifferent,no,Straight / Heterosexual,213000,no,White,no,I am a developer by profession,yes,yes
21,Man,no,"Professional degree (JD, MD, etc.)",35-44 years old,no,no,no,15,yes,no,no,Indifferent,no,Straight / Heterosexual,220000,yes,White,no,I am a developer by profession,no,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,2,no,no,no,Indifferent,no,Bisexual,65000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
14,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,12,no,no,no,Very unfavorable,no,Straight / Heterosexual,206500,no,White,no,I am a developer by profession,yes,yes
46,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,no,no,yes,40,yes,yes,no,Indifferent,no,Straight / Heterosexual,160000,no,White,yes,I am a developer by profession,no,no
28,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,24,no,no,no,Unfavorable,no,Straight / Heterosexual,109000,no,White,no,I am a developer by profession,yes,yes
31,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,23,no,no,no,Indifferent,no,Straight / Heterosexual,125000,yes,White,no,I am a developer by profession,yes,yes
26,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,23,no,no,no,Indifferent,no,Straight / Heterosexual,143000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,9,yes,no,no,Very unfavorable,no,Straight / Heterosexual,135000,no,White,no,I am a developer by profession,yes,no
6,Man,no,Some college/university study without earning a degree,25-34 years old,no,yes,no,4,no,no,no,Indifferent,no,Straight / Heterosexual,105000,yes,White,no,I am a developer by profession,yes,no
16,Man,no,Some college/university study without earning a degree,25-34 years old,no,no,no,10,no,no,no,Very unfavorable,no,Straight / Heterosexual,160000,no,White,no,I am a developer by profession,yes,no
41,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,no,no,35,yes,no,no,Indifferent,no,Straight / Heterosexual,260000,no,White,no,I am a developer by profession,no,no
26,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,23,yes,no,no,Unsure,no,Straight / Heterosexual,113000,no,White,no,I am a developer by profession,yes,yes
27,Man,no,Some college/university study without earning a degree,35-44 years old,no,yes,no,27,no,no,no,Indifferent,no,Straight / Heterosexual,220000,no,White,no,I am a developer by profession,yes,yes
28,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,25,yes,no,no,Very unfavorable,no,Straight / Heterosexual,110000,no,White,no,I am a developer by profession,yes,yes
18,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,16,no,no,no,Indifferent,no,Straight / Heterosexual,210000,no,White,no,I am a developer by profession,yes,no
13,Woman,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,9,no,no,no,Very unfavorable,no,Bisexual,139000,yes,White,no,I am a developer by profession,yes,yes
24,Woman,no,Some college/university study without earning a degree,35-44 years old,no,no,no,18,no,no,no,Unfavorable,no,Straight / Heterosexual,90000,no,White,no,I am a developer by profession,yes,yes
23,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,8,yes,no,no,Very unfavorable,no,Straight / Heterosexual,183000,no,White,no,I am a developer by profession,no,no
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,5,yes,no,no,Unfavorable,no,Straight / Heterosexual,68000,yes,White,yes,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
10,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,yes,yes,8,no,no,no,Favorable,no,Straight / Heterosexual,250000,no,White,no,I am a developer by profession,no,yes
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,8,yes,no,no,Very unfavorable,no,Straight / Heterosexual,97000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
14,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,12,no,no,no,Indifferent,no,Straight / Heterosexual,290000,no,White,no,I am a developer by profession,yes,yes
35,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,yes,no,35,no,no,no,Indifferent,no,Straight / Heterosexual,115000,yes,Asian,no,I am a developer by profession,yes,yes
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,15,yes,no,no,Unsure,no,Straight / Heterosexual,100000,yes,White,no,I am a developer by profession,yes,yes
6,Man,no,Some college/university study without earning a degree,25-34 years old,yes,no,no,7,yes,no,no,Unfavorable,no,Straight / Heterosexual,100000,no,White,no,I am a developer by profession,no,no
23,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,20,no,no,no,Unsure,no,Straight / Heterosexual,117000,no,White,no,I am a developer by profession,yes,yes
9,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,3,yes,no,no,Favorable,no,Straight / Heterosexual,94000,no,White,yes,I am a developer by profession,no,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,7,no,no,no,Very unfavorable,no,Straight / Heterosexual,77000,no,White,no,I am a developer by profession,yes,yes
25,Man,yes,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,no,no,12,no,yes,no,Very unfavorable,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,no,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,7,no,no,no,Unfavorable,no,Straight / Heterosexual,135000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,no,no,9,yes,no,no,Very unfavorable,yes,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,yes,no
18,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,no,no,10,yes,no,no,Unfavorable,no,Straight / Heterosexual,200000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
27,Man,no,Some college/university study without earning a degree,45-54 years old,no,yes,no,27,no,no,no,Indifferent,no,Straight / Heterosexual,101291,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",45-54 years old,no,yes,no,7,yes,no,no,Indifferent,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,no,no
21,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,19,no,yes,no,Indifferent,no,Straight / Heterosexual,145000,yes,White,no,I am a developer by profession,yes,yes
14,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,10,no,no,no,Indifferent,no,Straight / Heterosexual,108000,no,White,no,I am a developer by profession,no,no
6,Man,no,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,no,no,no,3,no,no,no,Indifferent,no,Straight / Heterosexual,65000,yes,White,no,I am a developer by profession,yes,yes
24,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,18,no,no,no,Favorable,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,yes
25,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,yes,no,18,yes,no,no,Unfavorable,no,Straight / Heterosexual,300000,no,White,no,I am a developer by profession,no,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,4,yes,no,no,Unsure,no,Straight / Heterosexual,95000,yes,White,no,I am a developer by profession,no,no
20,Man,no,"Associate degree (A.A., A.S., etc.)",35-44 years old,no,yes,no,13,no,no,no,Indifferent,no,Straight / Heterosexual,120000,yes,White,no,I am a developer by profession,yes,yes
11,"Non-binary, genderqueer, or gender non-conforming",no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,1,yes,no,no,Unfavorable,no,Straight / Heterosexual,138000,no,Hispanic or Latino/a,no,I am a developer by profession,yes,yes
18,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,11,no,no,no,Indifferent,no,Straight / Heterosexual,125000,no,White,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,no,yes,no,Unfavorable,no,Straight / Heterosexual,55000,no,North American,yes,I am a developer by profession,yes,yes
16,Man,no,"Associate degree (A.A., A.S., etc.)",25-34 years old,no,yes,no,12,yes,no,no,Very favorable,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,no,yes
24,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,19,no,no,no,Very unfavorable,no,Straight / Heterosexual,204000,no,White,no,I am a developer by profession,no,no
5,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,0,no,no,no,Indifferent,no,Straight / Heterosexual,84500,no,White,no,I am a developer by profession,no,no
35,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,no,no,no,25,no,no,no,Indifferent,no,Straight / Heterosexual,250000,yes,White,no,I am a developer by profession,no,no
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,8,yes,no,no,Very unfavorable,no,Straight / Heterosexual,107000,no,Asian,no,I am a developer by profession,yes,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,2,yes,no,no,Unfavorable,no,Bisexual,120000,no,White,no,I am a developer by profession,yes,yes
25,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,21,no,no,no,Unfavorable,no,Straight / Heterosexual,130000,no,White,no,I am a developer by profession,yes,yes
8,Man,no,"Associate degree (A.A., A.S., etc.)",18-24 years old,no,no,no,3,no,no,no,Very unfavorable,no,Straight / Heterosexual,36000,no,White,no,I am a developer by profession,no,no
12,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,7,yes,no,no,Favorable,no,Straight / Heterosexual,175000,no,White,yes,I am a developer by profession,yes,yes
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,10,no,no,no,Indifferent,no,Straight / Heterosexual,165000,no,White,no,I am a developer by profession,yes,yes
30,Man,no,Some college/university study without earning a degree,35-44 years old,no,yes,no,22,no,no,no,Indifferent,no,Straight / Heterosexual,120000,no,White,no,I am a developer by profession,yes,yes
35,Man,no,Some college/university study without earning a degree,35-44 years old,yes,no,no,25,yes,no,no,Very favorable,no,Straight / Heterosexual,250000,yes,White,yes,I am a developer by profession,no,no
42,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,yes,no,35,no,no,no,Indifferent,no,Straight / Heterosexual,120000,no,White,no,I am a developer by profession,yes,no
24,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,yes,yes,no,23,yes,no,no,Very favorable,no,Straight / Heterosexual,320000,no,White,no,I am a developer by profession,yes,no
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,6,no,no,no,Unfavorable,no,Straight / Heterosexual,196000,no,White,no,I am a developer by profession,yes,yes
5,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,3,no,no,no,Indifferent,no,Straight / Heterosexual,90000,no,White,no,I am a developer by profession,yes,no
19,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,no,no,14,yes,no,no,Very unfavorable,no,Bisexual,145000,yes,White,no,I am a developer by profession,yes,yes
6,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,6,yes,yes,no,Indifferent,no,Straight / Heterosexual,150000,yes,White,no,I am a developer by profession,yes,yes
22,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,21,no,no,no,Indifferent,no,Straight / Heterosexual,112500,no,White,no,I am a developer by profession,yes,no
19,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,17,no,no,no,Indifferent,no,Straight / Heterosexual,170000,no,White,no,I am a developer by profession,no,no
8,Man,no,Some college/university study without earning a degree,18-24 years old,yes,no,no,3,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,108000,no,White,yes,I am a developer by profession,yes,yes
2,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,yes,no,no,0,yes,no,no,Very unfavorable,no,Straight / Heterosexual,78000,yes,Middle Eastern,yes,I am a developer by profession,no,no
18,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,9,no,no,no,Indifferent,no,Straight / Heterosexual,107000,no,White,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,6,yes,no,no,Very unfavorable,no,Straight / Heterosexual,200000,yes,White,yes,I am a developer by profession,no,no
15,Woman,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,no,no,no,5,yes,no,no,Indifferent,no,Straight / Heterosexual,127000,no,White,no,I am a developer by profession,yes,no
34,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,30,yes,no,no,Unfavorable,no,Bisexual,175000,yes,White,no,I am a developer by profession,yes,yes
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,8,no,no,no,Indifferent,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,yes,yes
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,2,yes,no,no,Very unfavorable,no,Straight / Heterosexual,105000,yes,White,no,I am a developer by profession,yes,no
39,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,yes,no,35,yes,yes,yes,Indifferent,no,Straight / Heterosexual,175000,yes,White,no,I am a developer by profession,yes,yes
22,"Non-binary, genderqueer, or gender non-conforming",no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,12,no,no,no,Indifferent,no,Bisexual,73000,no,White,no,I am a developer by profession,yes,yes
13,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,no,no,no,7,yes,no,no,Very favorable,no,Straight / Heterosexual,135000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
